Case ID,Activity,Timestamp,Resource,Verzekeringstype,Kanaal,Risiconiveau,Afwijzingsreden
INS-2025-0183,Welkomstbericht verstuurd,2025-02-11 10:18:10,SYSTEEM,Aansprakelijkheidsverzekering,Tussenpersoon,,
INS-2025-0034,Welkomstbericht verstuurd,2025-02-11 10:29:17,SYSTEEM,Opstalverzekering,Online portal,,
INS-2025-0104,Welkomstbericht verstuurd,2025-02-11 10:30:27,SYSTEEM,Autoverzekering,Online portal,,
INS-2025-0067,Offerte verstuurd naar klant,2025-02-11 10:39:32,SYSTEEM,Aansprakelijkheidsverzekering,Online portal,,
INS-2025-0045,Aanvraag ontvangen,2025-02-11 10:39:52,SYSTEEM,Inboedelverzekering,Tussenpersoon,,
INS-2025-0160,Premieberekening gestart,2025-02-11 10:40:56,Sander K.,Autoverzekering,E-mail,,
INS-2025-0230,Polisopmaak gestart,2025-02-11 10:41:43,Ingrid Z.,Levensverzekering,Online portal,,
INS-2025-0173,Afwijzingsbrief verstuurd,2025-02-11 10:45:21,SYSTEEM,Zorgverzekering,E-mail,,
INS-2025-0093,Premie definitief vastgesteld,2025-02-11 10:46:02,Bianca V.,Aansprakelijkheidsverzekering,Online portal,,
INS-2025-0156,Aanvraag geregistreerd,2025-02-11 10:46:26,Fatima K.,Levensverzekering,Telefoon,,
INS-2025-0150,Heronderhandeling gestart,2025-02-11 10:46:27,Wendy R.,Levensverzekering,Tussenpersoon,,
INS-2025-0240,Risicoanalyse gestart,2025-02-11 11:00:35,Saskia L.,Aansprakelijkheidsverzekering,E-mail,,
INS-2025-0275,Polis geactiveerd,2025-02-11 11:00:53,SYSTEEM,Autoverzekering,Online portal,,
INS-2025-0129,Documentcontrole goedgekeurd,2025-02-11 11:02:32,Eline P.,Opstalverzekering,Tussenpersoon,,
INS-2025-0242,Intake voltooid,2025-02-11 11:10:33,Roel V.,Zorgverzekering,Telefoon,,
INS-2025-0093,Offerte aangemaakt,2025-02-11 11:20:49,SYSTEEM,Aansprakelijkheidsverzekering,Online portal,,
INS-2025-0081,Offerte aangemaakt,2025-02-11 11:27:27,SYSTEEM,Zorgverzekering,Telefoon,,
INS-2025-0045,Aanvraag geregistreerd,2025-02-11 11:33:54,Roel V.,Inboedelverzekering,Tussenpersoon,,
INS-2025-0187,Risicoclassificatie vastgesteld,2025-02-11 11:36:08,Ahmed T.,Arbeidsongeschiktheid,Tussenpersoon,Midden,
INS-2025-0183,Aanvraagproces afgerond,2025-02-11 11:42:43,SYSTEEM,Aansprakelijkheidsverzekering,Tussenpersoon,,
INS-2025-0295,Aanvullende info ontvangen,2025-02-11 11:44:27,SYSTEEM,Autoverzekering,Tussenpersoon,,
INS-2025-0104,Aanvraagproces afgerond,2025-02-11 11:52:06,SYSTEEM,Autoverzekering,Online portal,,
INS-2025-0093,Offerte verstuurd naar klant,2025-02-11 11:56:48,SYSTEEM,Aansprakelijkheidsverzekering,Online portal,,
INS-2025-0097,Premie definitief vastgesteld,2025-02-11 11:58:56,Sander K.,Autoverzekering,E-mail,,
INS-2025-0034,Aanvraagproces afgerond,2025-02-11 12:03:05,SYSTEEM,Opstalverzekering,Online portal,,
INS-2025-0217,Risicoanalyse afgerond,2025-02-11 12:05:34,Nora F.,Zorgverzekering,E-mail,,
INS-2025-0121,Aanvraag ontvangen,2025-02-11 12:11:47,SYSTEEM,Zorgverzekering,E-mail,,
INS-2025-0076,Premieberekening gestart,2025-02-11 12:12:37,Sander K.,Arbeidsongeschiktheid,Tussenpersoon,,
INS-2025-0066,Intake voltooid,2025-02-11 12:17:24,Roel V.,Levensverzekering,Tussenpersoon,,
INS-2025-0275,Welkomstbericht verstuurd,2025-02-11 12:18:32,SYSTEEM,Autoverzekering,Online portal,,
INS-2025-0005,Aanvraag ontvangen,2025-02-11 12:21:42,SYSTEEM,Zorgverzekering,E-mail,,
INS-2025-0081,Offerte verstuurd naar klant,2025-02-11 12:28:03,SYSTEEM,Zorgverzekering,Telefoon,,
INS-2025-0242,Documentcontrole gestart,2025-02-11 12:28:43,Joost H.,Zorgverzekering,Telefoon,,
INS-2025-0237,Handmatige premiecorrectie toegepast,2025-02-11 12:28:59,Sander K.,Levensverzekering,Tussenpersoon,,
INS-2025-0097,Offerte aangemaakt,2025-02-11 12:33:21,SYSTEEM,Autoverzekering,E-mail,,
INS-2025-0075,Aanvraag ontvangen,2025-02-11 12:34:44,SYSTEEM,Inboedelverzekering,Tussenpersoon,,
INS-2025-0121,Aanvraag geregistreerd,2025-02-11 12:43:13,Fatima K.,Zorgverzekering,E-mail,,
INS-2025-0129,Risicoanalyse gestart,2025-02-11 12:44:22,Ahmed T.,Opstalverzekering,Tussenpersoon,,
INS-2025-0066,Documentcontrole gestart,2025-02-11 12:49:01,Marieke S.,Levensverzekering,Tussenpersoon,,
INS-2025-0004,Premieberekening gestart,2025-02-11 12:55:09,Sander K.,Arbeidsongeschiktheid,Online portal,,
INS-2025-0099,Risicoclassificatie vastgesteld,2025-02-11 12:57:19,Nora F.,Aansprakelijkheidsverzekering,Telefoon,Midden,
INS-2025-0187,Risicoanalyse afgerond,2025-02-11 13:02:39,Ahmed T.,Arbeidsongeschiktheid,Tussenpersoon,,
INS-2025-0295,Intake voltooid,2025-02-11 13:06:01,Yousra B.,Autoverzekering,Tussenpersoon,,
INS-2025-0097,Offerte verstuurd naar klant,2025-02-11 13:08:18,SYSTEEM,Autoverzekering,E-mail,,
INS-2025-0068,Premieberekening gestart,2025-02-11 13:19:50,Sander K.,Inboedelverzekering,Tussenpersoon,,
INS-2025-0075,Aanvraag geregistreerd,2025-02-11 13:20:33,Roel V.,Inboedelverzekering,Tussenpersoon,,
INS-2025-0108,Aanvraag ontvangen,2025-02-11 13:23:40,SYSTEEM,Reisverzekering,Online portal,,
INS-2025-0035,Documentcontrole goedgekeurd,2025-02-11 13:25:06,Eline P.,Arbeidsongeschiktheid,Online portal,,
INS-2025-0044,Aanvraag ontvangen,2025-02-11 13:26:16,SYSTEEM,Levensverzekering,Telefoon,,
INS-2025-0230,Polis aangemaakt in systeem,2025-02-11 13:31:09,Thomas A.,Levensverzekering,Online portal,,
INS-2025-0108,Aanvraag geregistreerd,2025-02-11 13:39:51,Yousra B.,Reisverzekering,Online portal,,
INS-2025-0048,Risicoclassificatie vastgesteld,2025-02-11 13:40:44,Saskia L.,Aansprakelijkheidsverzekering,E-mail,Midden,
INS-2025-0005,Aanvraag geregistreerd,2025-02-11 13:45:31,Bas de W.,Zorgverzekering,E-mail,,
INS-2025-0217,Acceptatiebeoordeling gestart,2025-02-11 13:47:53,Pieter dB.,Zorgverzekering,E-mail,,
INS-2025-0275,Aanvraagproces afgerond,2025-02-11 13:48:30,SYSTEEM,Autoverzekering,Online portal,,
INS-2025-0282,Premieberekening gestart,2025-02-11 14:02:19,Sander K.,Levensverzekering,Online portal,,
INS-2025-0285,Aanvraag afgewezen,2025-02-11 14:04:35,Frank O.,Inboedelverzekering,E-mail,,Onvolledige documentatie
INS-2025-0088,Aanvullende info ontvangen,2025-02-11 14:06:46,SYSTEEM,Zorgverzekering,Online portal,,
INS-2025-0295,Documentcontrole gestart,2025-02-11 14:12:39,Marieke S.,Autoverzekering,Tussenpersoon,,
INS-2025-0044,Aanvraag geregistreerd,2025-02-11 14:14:20,Yousra B.,Levensverzekering,Telefoon,,
INS-2025-0230,Polis gecontroleerd,2025-02-11 14:19:37,Thomas A.,Levensverzekering,Online portal,,
INS-2025-0261,Aanvullende info ontvangen,2025-02-11 14:20:33,SYSTEEM,Reisverzekering,Tussenpersoon,,
INS-2025-0008,Premieberekening gestart,2025-02-11 14:21:56,Bianca V.,Inboedelverzekering,Tussenpersoon,,
INS-2025-0099,Risicoanalyse afgerond,2025-02-11 14:25:18,Nora F.,Aansprakelijkheidsverzekering,Telefoon,,
INS-2025-0070,Offerte geweigerd door klant,2025-02-11 14:26:20,SYSTEEM,Arbeidsongeschiktheid,Online portal,,
INS-2025-0237,Premie definitief vastgesteld,2025-02-11 14:31:30,Bianca V.,Levensverzekering,Tussenpersoon,,
INS-2025-0045,Aanvullende info opgevraagd,2025-02-11 14:37:16,Yousra B.,Inboedelverzekering,Tussenpersoon,,
INS-2025-0187,Acceptatiebeoordeling gestart,2025-02-11 14:39:42,Pieter dB.,Arbeidsongeschiktheid,Tussenpersoon,,
INS-2025-0094,Aanvraag ontvangen,2025-02-11 14:44:15,SYSTEEM,Opstalverzekering,Tussenpersoon,,
INS-2025-0156,Aanvullende info opgevraagd,2025-02-11 14:45:05,Roel V.,Levensverzekering,Telefoon,,
INS-2025-0075,Intake voltooid,2025-02-11 14:45:06,Yousra B.,Inboedelverzekering,Tussenpersoon,,
INS-2025-0035,Risicoanalyse gestart,2025-02-11 14:50:52,Nora F.,Arbeidsongeschiktheid,Online portal,,
INS-2025-0230,Polis definitief vastgesteld,2025-02-11 14:51:54,Layla N.,Levensverzekering,Online portal,,
INS-2025-0261,Intake voltooid,2025-02-11 14:56:34,Bas de W.,Reisverzekering,Tussenpersoon,,
INS-2025-0242,Documentcontrole goedgekeurd,2025-02-11 15:03:38,Marieke S.,Zorgverzekering,Telefoon,,
INS-2025-0088,Intake voltooid,2025-02-11 15:05:59,Roel V.,Zorgverzekering,Online portal,,
INS-2025-0181,Documentcontrole goedgekeurd,2025-02-11 15:08:17,Marieke S.,Arbeidsongeschiktheid,Tussenpersoon,,
INS-2025-0160,Handmatige premiecorrectie toegepast,2025-02-11 15:11:04,Sander K.,Autoverzekering,E-mail,,
INS-2025-0048,Risicoanalyse afgerond,2025-02-11 15:14:24,Nora F.,Aansprakelijkheidsverzekering,E-mail,,
INS-2025-0044,Intake voltooid,2025-02-11 15:24:00,Fatima K.,Levensverzekering,Telefoon,,
INS-2025-0230,Startpremie geïncasseerd,2025-02-11 15:34:25,Sander K.,Levensverzekering,Online portal,,
INS-2025-0005,Intake voltooid,2025-02-11 15:36:52,Bas de W.,Zorgverzekering,E-mail,,
INS-2025-0108,Intake voltooid,2025-02-11 15:39:52,Fatima K.,Reisverzekering,Online portal,,
INS-2025-0094,Aanvraag geregistreerd,2025-02-11 15:47:44,Yousra B.,Opstalverzekering,Tussenpersoon,,
INS-2025-0008,Premie definitief vastgesteld,2025-02-11 15:49:57,Sander K.,Inboedelverzekering,Tussenpersoon,,
INS-2025-0121,Intake voltooid,2025-02-11 16:00:03,Bas de W.,Zorgverzekering,E-mail,,
INS-2025-0259,Risicoclassificatie vastgesteld,2025-02-11 16:12:39,Dirk M.,Arbeidsongeschiktheid,Telefoon,Zeer hoog,
INS-2025-0293,Premieberekening gestart,2025-02-11 16:14:06,Sander K.,Reisverzekering,Telefoon,,
INS-2025-0099,Acceptatiebeoordeling gestart,2025-02-11 16:15:35,Frank O.,Aansprakelijkheidsverzekering,Telefoon,,
INS-2025-0237,Offerte aangemaakt,2025-02-11 16:18:12,SYSTEEM,Levensverzekering,Tussenpersoon,,
INS-2025-0005,Documentcontrole gestart,2025-02-11 16:20:48,Joost H.,Zorgverzekering,E-mail,,
INS-2025-0247,Documentcontrole goedgekeurd,2025-02-11 16:21:59,Joost H.,Reisverzekering,E-mail,,
INS-2025-0044,Documentcontrole gestart,2025-02-11 16:24:39,Eline P.,Levensverzekering,Telefoon,,
INS-2025-0010,Risicoclassificatie vastgesteld,2025-02-11 16:25:20,Nora F.,Arbeidsongeschiktheid,E-mail,Laag,
INS-2025-0084,Premieberekening gestart,2025-02-11 16:27:05,Bianca V.,Arbeidsongeschiktheid,Telefoon,,
INS-2025-0242,Risicoanalyse gestart,2025-02-11 16:27:36,Saskia L.,Zorgverzekering,Telefoon,,
INS-2025-0212,Risicoclassificatie vastgesteld,2025-02-11 16:28:04,Ahmed T.,Reisverzekering,Tussenpersoon,Laag,
INS-2025-0145,Risicoclassificatie vastgesteld,2025-02-11 16:29:01,Saskia L.,Arbeidsongeschiktheid,Tussenpersoon,Laag,
INS-2025-0048,Acceptatiebeoordeling gestart,2025-02-11 16:40:09,Wendy R.,Aansprakelijkheidsverzekering,E-mail,,
INS-2025-0075,Documentcontrole gestart,2025-02-11 16:41:31,Marieke S.,Inboedelverzekering,Tussenpersoon,,
INS-2025-0154,Offerte geaccepteerd door klant,2025-02-11 16:42:03,SYSTEEM,Aansprakelijkheidsverzekering,Telefoon,,
INS-2025-0230,Polis geactiveerd,2025-02-11 16:44:38,SYSTEEM,Levensverzekering,Online portal,,
INS-2025-0088,Documentcontrole gestart,2025-02-11 16:47:29,Eline P.,Zorgverzekering,Online portal,,
INS-2025-0261,Documentcontrole gestart,2025-02-11 16:52:10,Joost H.,Reisverzekering,Tussenpersoon,,
INS-2025-0070,Aanvraag ingetrokken door klant,2025-02-11 17:05:55,SYSTEEM,Arbeidsongeschiktheid,Online portal,,
INS-2025-0108,Documentcontrole gestart,2025-02-11 17:06:46,Eline P.,Reisverzekering,Online portal,,
INS-2025-0181,Risicoanalyse gestart,2025-02-11 17:07:52,Ahmed T.,Arbeidsongeschiktheid,Tussenpersoon,,
INS-2025-0172,Premieberekening gestart,2025-02-11 17:13:44,Sander K.,Aansprakelijkheidsverzekering,E-mail,,
INS-2025-0004,Premie definitief vastgesteld,2025-02-11 17:17:10,Sander K.,Arbeidsongeschiktheid,Online portal,,
INS-2025-0008,Offerte aangemaakt,2025-02-11 17:20:30,SYSTEEM,Inboedelverzekering,Tussenpersoon,,
INS-2025-0076,Premie definitief vastgesteld,2025-02-11 17:25:09,Sander K.,Arbeidsongeschiktheid,Tussenpersoon,,
INS-2025-0230,Welkomstbericht verstuurd,2025-02-11 17:26:33,SYSTEEM,Levensverzekering,Online portal,,
INS-2025-0247,Risicoanalyse gestart,2025-02-11 17:29:53,Nora F.,Reisverzekering,E-mail,,
INS-2025-0285,Afwijzingsbrief verstuurd,2025-02-11 17:36:18,SYSTEEM,Inboedelverzekering,E-mail,,
INS-2025-0121,Documentcontrole gestart,2025-02-11 17:41:24,Marieke S.,Zorgverzekering,E-mail,,
INS-2025-0068,Handmatige premiecorrectie toegepast,2025-02-11 17:48:41,Sander K.,Inboedelverzekering,Tussenpersoon,,
INS-2025-0300,Risicoclassificatie vastgesteld,2025-02-11 17:50:01,Nora F.,Inboedelverzekering,E-mail,Midden,
INS-2025-0004,Offerte aangemaakt,2025-02-11 17:52:37,SYSTEEM,Arbeidsongeschiktheid,Online portal,,
INS-2025-0010,Risicoanalyse afgerond,2025-02-11 17:58:02,Dirk M.,Arbeidsongeschiktheid,E-mail,,
INS-2025-0237,Offerte verstuurd naar klant,2025-02-11 18:12:49,SYSTEEM,Levensverzekering,Tussenpersoon,,
INS-2025-0149,Aanvraag afgewezen,2025-02-11 18:17:30,Pieter dB.,Arbeidsongeschiktheid,Tussenpersoon,,Onvolledige documentatie
INS-2025-0172,Handmatige premiecorrectie toegepast,2025-02-11 18:20:06,Sander K.,Aansprakelijkheidsverzekering,E-mail,,
INS-2025-0265,Risicoclassificatie vastgesteld,2025-02-11 18:21:41,Nora F.,Zorgverzekering,Telefoon,Laag,
INS-2025-0154,Polisopmaak gestart,2025-02-11 18:24:11,Layla N.,Aansprakelijkheidsverzekering,Telefoon,,
INS-2025-0256,Aanvraag ontvangen,2025-02-11 18:26:47,SYSTEEM,Aansprakelijkheidsverzekering,Tussenpersoon,,
INS-2025-0066,Documentcontrole goedgekeurd,2025-02-11 18:34:37,Eline P.,Levensverzekering,Tussenpersoon,,
INS-2025-0094,Aanvullende info opgevraagd,2025-02-11 18:40:16,Yousra B.,Opstalverzekering,Tussenpersoon,,
INS-2025-0230,Aanvraagproces afgerond,2025-02-11 18:49:40,SYSTEEM,Levensverzekering,Online portal,,
INS-2025-0187,Premieberekening gestart,2025-02-11 18:51:39,Bianca V.,Arbeidsongeschiktheid,Tussenpersoon,,
INS-2025-0282,Premie definitief vastgesteld,2025-02-11 18:56:44,Bianca V.,Levensverzekering,Online portal,,
INS-2025-0160,Premie definitief vastgesteld,2025-02-11 18:57:14,Sander K.,Autoverzekering,E-mail,,
INS-2025-0010,Acceptatiebeoordeling gestart,2025-02-11 19:02:10,Pieter dB.,Arbeidsongeschiktheid,E-mail,,
INS-2025-0008,Offerte verstuurd naar klant,2025-02-11 19:03:05,SYSTEEM,Inboedelverzekering,Tussenpersoon,,
INS-2025-0262,Risicoclassificatie vastgesteld,2025-02-11 19:07:07,Ahmed T.,Zorgverzekering,Telefoon,Midden,
INS-2025-0068,Premie definitief vastgesteld,2025-02-11 19:07:21,Bianca V.,Inboedelverzekering,Tussenpersoon,,
INS-2025-0084,Premie definitief vastgesteld,2025-02-11 19:13:37,Bianca V.,Arbeidsongeschiktheid,Telefoon,,
INS-2025-0076,Offerte aangemaakt,2025-02-11 19:15:22,SYSTEEM,Arbeidsongeschiktheid,Tussenpersoon,,
INS-2025-0259,Aanvullend onderzoek aangevraagd,2025-02-11 19:20:26,Nora F.,Arbeidsongeschiktheid,Telefoon,,
INS-2025-0145,Risicoanalyse afgerond,2025-02-11 19:24:19,Saskia L.,Arbeidsongeschiktheid,Tussenpersoon,,
INS-2025-0256,Aanvraag geregistreerd,2025-02-11 19:26:42,Bas de W.,Aansprakelijkheidsverzekering,Tussenpersoon,,
INS-2025-0208,Risicoclassificatie vastgesteld,2025-02-11 19:30:08,Ahmed T.,Reisverzekering,Online portal,Hoog,
INS-2025-0088,Documentcontrole goedgekeurd,2025-02-11 19:30:33,Marieke S.,Zorgverzekering,Online portal,,
INS-2025-0004,Offerte verstuurd naar klant,2025-02-11 19:34:40,SYSTEEM,Arbeidsongeschiktheid,Online portal,,
INS-2025-0172,Premie definitief vastgesteld,2025-02-11 19:38:37,Bianca V.,Aansprakelijkheidsverzekering,E-mail,,
INS-2025-0005,Document afgekeurd,2025-02-11 19:39:10,Eline P.,Zorgverzekering,E-mail,,
INS-2025-0108,Documentcontrole goedgekeurd,2025-02-11 19:39:25,Joost H.,Reisverzekering,Online portal,,
INS-2025-0217,Premieberekening gestart,2025-02-11 19:43:43,Bianca V.,Zorgverzekering,E-mail,,
INS-2025-0120,Aanvraag ontvangen,2025-02-11 19:55:21,SYSTEEM,Aansprakelijkheidsverzekering,E-mail,,
INS-2025-0187,Premie definitief vastgesteld,2025-02-11 20:00:13,Bianca V.,Arbeidsongeschiktheid,Tussenpersoon,,
INS-2025-0212,Risicoanalyse afgerond,2025-02-11 20:03:26,Nora F.,Reisverzekering,Tussenpersoon,,
INS-2025-0076,Offerte verstuurd naar klant,2025-02-11 20:09:04,SYSTEEM,Arbeidsongeschiktheid,Tussenpersoon,,
INS-2025-0282,Offerte aangemaakt,2025-02-11 20:13:55,SYSTEEM,Levensverzekering,Online portal,,
INS-2025-0293,Handmatige premiecorrectie toegepast,2025-02-11 20:15:49,Bianca V.,Reisverzekering,Telefoon,,
INS-2025-0300,Risicoanalyse afgerond,2025-02-11 20:15:59,Saskia L.,Inboedelverzekering,E-mail,,
INS-2025-0108,Risicoanalyse gestart,2025-02-11 20:16:39,Nora F.,Reisverzekering,Online portal,,
INS-2025-0172,Offerte aangemaakt,2025-02-11 20:17:50,SYSTEEM,Aansprakelijkheidsverzekering,E-mail,,
INS-2025-0066,Risicoanalyse gestart,2025-02-11 20:23:33,Dirk M.,Levensverzekering,Tussenpersoon,,
INS-2025-0075,Documentcontrole goedgekeurd,2025-02-11 20:28:49,Eline P.,Inboedelverzekering,Tussenpersoon,,
INS-2025-0129,Risicoclassificatie vastgesteld,2025-02-11 20:31:05,Saskia L.,Opstalverzekering,Tussenpersoon,Laag,
INS-2025-0058,Offerte geweigerd door klant,2025-02-11 20:42:37,SYSTEEM,Arbeidsongeschiktheid,Telefoon,,
INS-2025-0160,Offerte aangemaakt,2025-02-11 20:44:21,SYSTEEM,Autoverzekering,E-mail,,
INS-2025-0300,Acceptatiebeoordeling gestart,2025-02-11 20:48:20,Frank O.,Inboedelverzekering,E-mail,,
INS-2025-0068,Offerte aangemaakt,2025-02-11 20:49:34,SYSTEEM,Inboedelverzekering,Tussenpersoon,,
INS-2025-0262,Risicoanalyse afgerond,2025-02-11 20:52:42,Ahmed T.,Zorgverzekering,Telefoon,,
INS-2025-0084,Offerte aangemaakt,2025-02-11 20:53:20,SYSTEEM,Arbeidsongeschiktheid,Telefoon,,
INS-2025-0172,Offerte verstuurd naar klant,2025-02-11 21:00:36,SYSTEEM,Aansprakelijkheidsverzekering,E-mail,,
INS-2025-0185,Offerte geaccepteerd door klant,2025-02-11 21:01:40,SYSTEEM,Zorgverzekering,Telefoon,,
INS-2025-0187,Offerte aangemaakt,2025-02-11 21:01:54,SYSTEEM,Arbeidsongeschiktheid,Tussenpersoon,,
INS-2025-0120,Aanvraag geregistreerd,2025-02-11 21:03:38,Roel V.,Aansprakelijkheidsverzekering,E-mail,,
INS-2025-0145,Acceptatiebeoordeling gestart,2025-02-11 21:05:00,Wendy R.,Arbeidsongeschiktheid,Tussenpersoon,,
INS-2025-0282,Offerte verstuurd naar klant,2025-02-11 21:21:07,SYSTEEM,Levensverzekering,Online portal,,
INS-2025-0121,Documentcontrole goedgekeurd,2025-02-11 21:27:05,Eline P.,Zorgverzekering,E-mail,,
INS-2025-0088,Risicoanalyse gestart,2025-02-11 21:27:45,Nora F.,Zorgverzekering,Online portal,,
INS-2025-0068,Offerte verstuurd naar klant,2025-02-11 21:35:52,SYSTEEM,Inboedelverzekering,Tussenpersoon,,
INS-2025-0129,Risicoanalyse afgerond,2025-02-11 21:37:32,Dirk M.,Opstalverzekering,Tussenpersoon,,
INS-2025-0160,Offerte verstuurd naar klant,2025-02-11 21:41:16,SYSTEEM,Autoverzekering,E-mail,,
INS-2025-0005,Correctie opgevraagd bij klant,2025-02-11 21:44:14,Eline P.,Zorgverzekering,E-mail,,
INS-2025-0295,Documentcontrole goedgekeurd,2025-02-11 21:45:05,Eline P.,Autoverzekering,Tussenpersoon,,
INS-2025-0035,Risicoclassificatie vastgesteld,2025-02-11 21:48:12,Ahmed T.,Arbeidsongeschiktheid,Online portal,Midden,
INS-2025-0208,Aanvullend onderzoek aangevraagd,2025-02-11 21:51:33,Ahmed T.,Reisverzekering,Online portal,,
INS-2025-0075,Risicoanalyse gestart,2025-02-11 21:57:08,Ahmed T.,Inboedelverzekering,Tussenpersoon,,
INS-2025-0212,Acceptatiebeoordeling gestart,2025-02-11 22:03:11,Frank O.,Reisverzekering,Tussenpersoon,,
INS-2025-0149,Afwijzingsbrief verstuurd,2025-02-11 22:13:24,SYSTEEM,Arbeidsongeschiktheid,Tussenpersoon,,
INS-2025-0120,Intake voltooid,2025-02-11 22:15:17,Yousra B.,Aansprakelijkheidsverzekering,E-mail,,
INS-2025-0265,Risicoanalyse afgerond,2025-02-11 22:17:14,Ahmed T.,Zorgverzekering,Telefoon,,
INS-2025-0121,Risicoanalyse gestart,2025-02-11 22:20:38,Dirk M.,Zorgverzekering,E-mail,,
INS-2025-0129,Acceptatiebeoordeling gestart,2025-02-11 22:22:15,Wendy R.,Opstalverzekering,Tussenpersoon,,
INS-2025-0058,Aanvraag ingetrokken door klant,2025-02-11 22:22:48,SYSTEEM,Arbeidsongeschiktheid,Telefoon,,
INS-2025-0262,Acceptatiebeoordeling gestart,2025-02-11 22:25:32,Wendy R.,Zorgverzekering,Telefoon,,
INS-2025-0256,Intake voltooid,2025-02-11 22:31:43,Fatima K.,Aansprakelijkheidsverzekering,Tussenpersoon,,
INS-2025-0084,Offerte verstuurd naar klant,2025-02-11 22:43:24,SYSTEEM,Arbeidsongeschiktheid,Telefoon,,
INS-2025-0248,Risicoclassificatie vastgesteld,2025-02-11 22:46:13,Ahmed T.,Levensverzekering,E-mail,Hoog,
INS-2025-0185,Polisopmaak gestart,2025-02-11 22:53:43,Thomas A.,Zorgverzekering,Telefoon,,
INS-2025-0187,Offerte verstuurd naar klant,2025-02-11 22:55:19,SYSTEEM,Arbeidsongeschiktheid,Tussenpersoon,,
INS-2025-0181,Risicoclassificatie vastgesteld,2025-02-11 22:55:26,Nora F.,Arbeidsongeschiktheid,Tussenpersoon,Laag,
INS-2025-0026,Herziene offerte verstuurd,2025-02-11 22:57:56,SYSTEEM,Arbeidsongeschiktheid,Tussenpersoon,,
INS-2025-0295,Risicoanalyse gestart,2025-02-11 22:58:28,Nora F.,Autoverzekering,Tussenpersoon,,
INS-2025-0120,Documentcontrole gestart,2025-02-11 23:03:18,Joost H.,Aansprakelijkheidsverzekering,E-mail,,
INS-2025-0265,Acceptatiebeoordeling gestart,2025-02-11 23:09:52,Wendy R.,Zorgverzekering,Telefoon,,
INS-2025-0289,Aanvraag ontvangen,2025-02-11 23:38:12,SYSTEEM,Autoverzekering,Telefoon,,
INS-2025-0248,Aanvullend onderzoek aangevraagd,2025-02-11 23:50:04,Ahmed T.,Levensverzekering,E-mail,,
INS-2025-0044,Documentcontrole goedgekeurd,2025-02-12 00:08:24,Joost H.,Levensverzekering,Telefoon,,
INS-2025-0217,Handmatige premiecorrectie toegepast,2025-02-12 00:09:36,Bianca V.,Zorgverzekering,E-mail,,
INS-2025-0181,Risicoanalyse afgerond,2025-02-12 00:14:06,Ahmed T.,Arbeidsongeschiktheid,Tussenpersoon,,
INS-2025-0293,Premie definitief vastgesteld,2025-02-12 00:14:35,Sander K.,Reisverzekering,Telefoon,,
INS-2025-0256,Documentcontrole gestart,2025-02-12 00:15:01,Joost H.,Aansprakelijkheidsverzekering,Tussenpersoon,,
INS-2025-0240,Risicoclassificatie vastgesteld,2025-02-12 00:18:55,Ahmed T.,Aansprakelijkheidsverzekering,E-mail,Midden,
INS-2025-0035,Risicoanalyse afgerond,2025-02-12 00:31:16,Ahmed T.,Arbeidsongeschiktheid,Online portal,,
INS-2025-0261,Documentcontrole goedgekeurd,2025-02-12 00:32:19,Marieke S.,Reisverzekering,Tussenpersoon,,
INS-2025-0243,Offerte geaccepteerd door klant,2025-02-12 00:35:41,SYSTEEM,Zorgverzekering,Telefoon,,
INS-2025-0044,Risicoanalyse gestart,2025-02-12 00:41:04,Dirk M.,Levensverzekering,Telefoon,,
INS-2025-0154,Polis aangemaakt in systeem,2025-02-12 00:43:12,Layla N.,Aansprakelijkheidsverzekering,Telefoon,,
INS-2025-0289,Aanvraag geregistreerd,2025-02-12 00:58:05,Roel V.,Autoverzekering,Telefoon,,
INS-2025-0284,Gecorrigeerd document ontvangen,2025-02-12 01:07:41,SYSTEEM,Opstalverzekering,Tussenpersoon,,
INS-2025-0243,Polisopmaak gestart,2025-02-12 01:09:56,Thomas A.,Zorgverzekering,Telefoon,,
INS-2025-0035,Acceptatiebeoordeling gestart,2025-02-12 01:18:26,Wendy R.,Arbeidsongeschiktheid,Online portal,,
INS-2025-0134,Risicoclassificatie vastgesteld,2025-02-12 01:36:42,Saskia L.,Zorgverzekering,Online portal,Midden,
INS-2025-0185,Polis aangemaakt in systeem,2025-02-12 01:40:53,Thomas A.,Zorgverzekering,Telefoon,,
INS-2025-0181,Acceptatiebeoordeling gestart,2025-02-12 01:41:07,Frank O.,Arbeidsongeschiktheid,Tussenpersoon,,
INS-2025-0229,Risicoclassificatie vastgesteld,2025-02-12 01:45:22,Ahmed T.,Reisverzekering,E-mail,Midden,
INS-2025-0120,Documentcontrole goedgekeurd,2025-02-12 01:47:30,Eline P.,Aansprakelijkheidsverzekering,E-mail,,
INS-2025-0228,Risicoclassificatie vastgesteld,2025-02-12 01:53:28,Dirk M.,Aansprakelijkheidsverzekering,E-mail,Hoog,
INS-2025-0293,Offerte aangemaakt,2025-02-12 01:56:53,SYSTEEM,Reisverzekering,Telefoon,,
INS-2025-0261,Risicoanalyse gestart,2025-02-12 02:05:07,Dirk M.,Reisverzekering,Tussenpersoon,,
INS-2025-0284,Documentcontrole herstart,2025-02-12 02:09:06,Eline P.,Opstalverzekering,Tussenpersoon,,
